,vote
9494,trump
9495,trump
9496,biden
9497,trump
9498,trump
9499,trump
9500,biden
9501,trump
9502,biden
9503,trump
9504,biden
9505,trump
9506,biden
9507,trump
9508,biden
9509,trump
9510,trump
9511,trump
9512,biden
9513,trump
9514,trump
9515,trump
9516,biden
9517,biden
9518,biden
9519,biden
9520,biden
9521,biden
9522,trump
9523,biden
9524,biden
9525,trump
9526,biden
9527,trump
9528,trump
9529,biden
9530,trump
9531,trump
9532,trump
9533,trump
9534,biden
9535,biden
9536,biden
9537,biden
9538,biden
9539,trump
9540,trump
9541,trump
9542,biden
9543,trump
9544,biden
9545,biden
9546,biden
9547,biden
9548,trump
9549,trump
9550,biden
9551,biden
9552,trump
9553,biden
9554,trump
9555,biden
9556,biden
9557,trump
9558,biden
9559,biden
9560,biden
9561,trump
9562,biden
9563,biden
9564,biden
9565,trump
9566,trump
9567,trump
9568,biden
9569,biden
9570,biden
9571,biden
9572,trump
9573,trump
9574,biden
9575,trump
9576,biden
9577,trump
9578,biden
9579,trump
9580,biden
9581,biden
9582,biden
9583,biden
9584,trump
9585,biden
9586,trump
9587,trump
9588,biden
9589,trump
9590,biden
9591,trump
9592,biden
9593,biden
9594,trump
9595,biden
9596,trump
9597,biden
9598,biden
9599,trump
9600,biden
9601,biden
9602,biden
9603,biden
9604,biden
9605,biden
9606,trump
9607,biden
9608,biden
9609,trump
9610,biden
9611,biden
9612,trump
9613,biden
9614,trump
9615,biden
9616,trump
9617,trump
9618,trump
9619,biden
9620,trump
9621,biden
9622,biden
9623,biden
9624,trump
9625,trump
9626,trump
9627,biden
9628,trump
9629,biden
9630,biden
9631,trump
9632,biden
9633,biden
9634,trump
9635,trump
9636,trump
9637,trump
9638,trump
9639,biden
9640,trump
9641,trump
9642,trump
9643,biden
9644,biden
9645,biden
9646,biden
9647,biden
9648,trump
9649,biden
9650,trump
9651,biden
9652,biden
9653,biden
9654,biden
9655,biden
9656,biden
9657,trump
9658,biden
9659,trump
9660,trump
9661,biden
9662,biden
9663,biden
9664,biden
9665,trump
9666,biden
9667,trump
9668,trump
9669,trump
9670,biden
9671,trump
9672,trump
9673,trump
9674,trump
9675,biden
9676,biden
9677,trump
9678,biden
9679,biden
9680,biden
9681,biden
9682,biden
9683,trump
9684,trump
9685,trump
9686,biden
9687,biden
9688,trump
9689,biden
9690,trump
9691,biden
9692,trump
9693,biden
9694,biden
9695,trump
9696,biden
9697,biden
9698,biden
9699,biden
9700,trump
9701,biden
9702,biden
9703,trump
9704,trump
9705,biden
9706,biden
9707,trump
9708,biden
9709,biden
9710,biden
9711,trump
9712,trump
9713,biden
9714,biden
9715,trump
9716,trump
9717,biden
9718,biden
9719,trump
9720,biden
9721,trump
9722,trump
9723,biden
9724,biden
9725,biden
9726,trump
9727,biden
9728,trump
9729,biden
9730,biden
9731,biden
9732,trump
9733,trump
9734,biden
9735,biden
9736,biden
9737,trump
9738,biden
9739,biden
9740,trump
9741,trump
9742,biden
9743,biden
9744,trump
9745,biden
9746,biden
9747,biden
9748,trump
9749,trump
9750,biden
9751,trump
9752,biden
9753,trump
9754,trump
9755,trump
9756,trump
9757,biden
9758,biden
9759,trump
9760,biden
9761,biden
9762,biden
9763,biden
9764,trump
9765,trump
9766,trump
9767,biden
9768,trump
9769,biden
9770,trump
9771,biden
9772,trump
9773,trump
9774,biden
9775,biden
9776,trump
9777,trump
9778,biden
9779,trump
9780,biden
9781,trump
9782,trump
9783,trump
9784,trump
9785,biden
9786,biden
9787,trump
9788,biden
9789,biden
9790,trump
9791,biden
9792,trump
9793,biden
9794,biden
9795,trump
9796,biden
9797,trump
9798,biden
9799,biden
9800,biden
9801,trump
9802,trump
9803,biden
9804,biden
9805,trump
9806,biden
9807,biden
9808,trump
9809,biden
9810,biden
9811,trump
9812,trump
9813,trump
9814,trump
9815,biden
9816,trump
9817,biden
9818,trump
9819,trump
9820,trump
9821,biden
9822,trump
9823,trump
9824,biden
9825,trump
9826,biden
9827,biden
9828,biden
9829,biden
9830,biden
9831,trump
9832,trump
9833,trump
9834,trump
9835,biden
9836,biden
9837,trump
9838,biden
9839,biden
9840,biden
9841,trump
9842,biden
9843,biden
9844,trump
9845,biden
9846,biden
9847,biden
9848,biden
9849,trump
9850,trump
9851,biden
9852,trump
9853,biden
9854,trump
9855,biden
9856,trump
9857,biden
9858,trump
9859,biden
9860,biden
9861,biden
9862,trump
9863,biden
9864,trump
9865,trump
9866,biden
9867,trump
9868,trump
9869,trump
9870,trump
9871,biden
9872,biden
9873,trump
9874,biden
9875,biden
9876,biden
9877,biden
9878,trump
9879,biden
9880,trump
9881,trump
9882,trump
9883,trump
9884,trump
9885,trump
9886,biden
9887,biden
9888,trump
9889,trump
9890,biden
9891,trump
9892,trump
9893,trump
9894,trump
9895,trump
9896,trump
9897,trump
9898,trump
9899,biden
9900,biden
9901,biden
9902,biden
9903,biden
9904,biden
9905,trump
9906,biden
9907,biden
9908,trump
9909,trump
9910,trump
9911,biden
9912,biden
9913,biden
9914,trump
9915,biden
9916,trump
9917,biden
9918,biden
9919,trump
9920,biden
9921,trump
9922,trump
9923,biden
9924,biden
9925,trump
9926,trump
9927,biden
9928,biden
9929,biden
9930,biden
9931,biden
9932,biden
9933,biden
9934,biden
9935,trump
9936,trump
9937,biden
9938,trump
9939,biden
9940,trump
9941,trump
9942,trump
9943,biden
9944,trump
9945,trump
9946,trump
9947,trump
9948,biden
9949,biden
9950,biden
9951,biden
9952,biden
9953,trump
9954,trump
9955,trump
9956,trump
9957,trump
9958,trump
9959,trump
9960,biden
9961,trump
9962,trump
9963,trump
9964,trump
9965,trump
9966,biden
9967,trump
9968,trump
9969,trump
9970,biden
9971,biden
9972,trump
9973,biden
9974,trump
9975,trump
9976,trump
9977,trump
9978,biden
9979,biden
9980,biden
9981,biden
9982,biden
9983,trump
9984,biden
9985,biden
9986,biden
9987,trump
9988,trump
9989,trump
9990,biden
9991,trump
9992,trump
9993,biden
9994,trump
9995,biden
9996,biden
9997,trump
9998,trump
9999,biden
